,id,text,label,dataset
16746,17131,"rt [USER]: kevin gates said ""real niggas eat booty, real niggas please they bitches, ion get tieddd"" 😂😴😴😴😷😷😷😷😷😷",0,davidson2017
23887,24384,hahaha dumb bitch,0,davidson2017
18066,18470,rt [USER]: wcw goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w…,0,davidson2017
10397,10675,i gotta big head yah bitch i think it's crown sized,0,davidson2017
12951,13270,"my arguement with she's the baddest white girl is ""she's trash"".her argurment with she's trash is ""but she's paid""....",0,davidson2017
10305,10583,i flipped dat pacc said fucc a bitch n went and did it again,0,davidson2017
794,809,"tweet like your best friend ""i made out with 3 bitches!"" [USER]",0,davidson2017
17595,17994,"rt [USER]: ""[USER]: if you love her hide your bitch so you keep shorty""",0,davidson2017
39,39,""" like snoop said in 94 we dont love these hoes """,0,davidson2017
20182,20627,rt [USER]: dumb bitch ruined a perfectly good sweater [URL],0,davidson2017
11382,11674,i'm sick of you hoes oml,0,davidson2017
15997,16366,rt [USER] have you bitches done your kegals today?,0,davidson2017
5490,5648,[USER] leave dyke,1,davidson2017
20044,20487,"rt [USER]: ""now 5sos is starting to tweet the hashtag, they're trash!"" vote5sos [URL]",0,davidson2017
18615,19026,rt [USER]: bitches <,0,davidson2017
5624,5785,[USER] [USER] cookies sound wonderful.,0,davidson2017
8392,8625,cause i'm the type of nighha to joke on you or to play around so don't be a little bitch,0,davidson2017
12955,13274,my baby lexy. she is a whole ain't shit bitch in the winter. sorry ass rwd that's her only flaw. still love you tho [URL],0,davidson2017
12888,13207,money has bin on my mind lately so i think its time to leave the hoes alone and get with the program 💰,0,davidson2017
9690,9955,hate when hoes try to lead u on naw like lil bitch im coool,0,davidson2017
8359,8589,can't stand the yankees but jeter hitting a home run in his final at bat in nyc would be cool.   getting beaned would be better!,0,davidson2017
12025,12330,jada fire has never dropped me for talking to imaginary hoes,0,davidson2017
20230,20675,rt [USER]: i wanna eat weed brownies but then i ask my self if i really wanna spend countless hours watching a documentary on sea tu…,0,davidson2017
19034,19458,rt [USER]: [USER] not surprised stupid bitch[USER] fonda american troops vietnam,0,davidson2017
3576,3672,"[USER] i was hangin' on them corners late pockets wasn't straight, bitch! i ain't gon make it at this rate, dawg.. know what i'm sayin?",0,davidson2017
22294,22765,twatch sounds like twat.,0,davidson2017
6090,6266,"[USER] i never played halo, too busy slaying bitches",0,davidson2017
10825,11106,i rather watch the oak cliff redskins and oak cliff comets play hell,0,davidson2017
13946,14286,pussy's don't get pussy.,0,davidson2017
16660,17044,"rt [USER]: chicks wait til their hair is all broken down to go natural in their 30s, but bitch about the young carter's fro from birth…",0,davidson2017
22455,22930,wait. what in the mudda cunt hypocrisy,0,davidson2017
20821,21272,shut the fuck up and quit being such a pussy hahahah,0,davidson2017
13150,13475,"my son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status.",0,davidson2017
14228,14569,rt [USER]: y'all be makin your nigga microwaveable dinner. meanwhile he out there eatin another bitch homemade dinner,0,davidson2017
13129,13454,my po heart still beatin fast da way dat nigger scream into dat microphone. i felt like i be at da welfare office and cut da line,0,davidson2017
216,218,"""[USER]: 61% of welfare/government aid is claimed by white people. so y'all black slander is trash now.""",0,davidson2017
20235,20680,rt [USER]: [USER] [USER] he's a beaner not a nigga,0,davidson2017
9857,10124,"hoes gon' be hoes, let them be.",0,davidson2017
10644,10924,i knows y'all white folk only be playin wit me. i colored and i knows my place,1,davidson2017
13385,13715,no less than 3 bad bitches in my bed at a time...,0,davidson2017
7699,7916,am sorry i can't stand stand some black females especially the full breaded africans bitches being have std and shit i prefer white girls,0,davidson2017
20772,21221,"she was like ima need you to write a statement. bitch write yourself a diet! it's always the old people trying to snitch, bitch",0,davidson2017
16606,16989,rt [USER]: niggas talk more than bitches these days.,1,davidson2017
15152,15510,rt [USER]: had to wash the bird shit off of my broom...disgusting creatures. reds twitter fam sweep,0,davidson2017
7646,7862,all these ratchet hoes be on tha same stuff !,0,davidson2017
7115,7314,[USER] my real lil bro even tho cuh a bitch lmao,0,davidson2017
12961,13280,my barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me 3 free cuts,0,davidson2017
12128,12437,just got rich. took a broke nigga bitch,0,davidson2017
12126,12435,just got into with some chic in rally's parking lot bitch speeding through the parking lot and almost hit my niece 😡😡,0,davidson2017
4184,4307,[USER] [USER] rich? haha u broke bitch. no women would ever fuck you. lol.,0,davidson2017
10789,11070,"i need some good pussy, fuck",0,davidson2017
7852,8072,audio: happy valentines day bitches.  now play this while you get laid. [URL],0,davidson2017
6239,6418,[USER] [USER] [USER] they do. why else do teachers constantly bitch about pay?,0,davidson2017
3387,3474,[USER] lmao hell yea.. i love thick bitches & thick bitches love fat niggas.,0,davidson2017
1861,1899,“[USER]: lool i agree rt“[USER]: the most fucked up show i ever watched was misfits”” wen simone wifed that hoe was the saddest,0,davidson2017
8071,8296,"bitches be screaming fuck they nigga, but get mad when another bitch fuck they nigga😕",0,davidson2017
18282,18688,rt [USER]: 😂😂😂😭 skitdaddle wit that shit hoe [URL],0,davidson2017
18573,18982,rt [USER]: lebron your still a bitch you suck nigger hope you die,1,davidson2017
17065,17455,"rt [USER]: when bae calls ""chinese food"" in your phone and your side hoe answers in a chinese accent & takes your order.. [URL]",0,davidson2017
9596,9856,h8 fake bitches,0,davidson2017
17842,18244,"rt [USER]: bitches be 18 in 8th grade talking about ""i miss bae"" 🙊👫 naw bitch you missed graduation 😳😭😭😂",0,davidson2017
20891,21342,slut opp thot hoe,0,davidson2017
17221,17613,rt [USER]: saw a man in a yellow trench coat & matching fedora with an iwatch. what a dick.,0,davidson2017
3542,3636,[USER] i never said you was a hoe guilty consents ass girl,0,davidson2017
20433,20879,rt [USER]: [USER] fuck a bitch and think of me,0,davidson2017
14012,14352,rt [USER]: check out the homie [USER] for that sole sauce! that stuff does miracles!!! [USER] [USER]… [URL],0,davidson2017
1439,1469,“[USER]: having 0 bitches really the wave”shaq you got all the hoes,0,davidson2017
7374,7584,[USER] nah bama fans ain't finna have a nigger running the offense.,0,davidson2017
10994,11277,i tried calling my sorry ass cousin [USER] for her 27th bday. but the hoe ain't answer like always. she too big time these days lol,0,davidson2017
22506,22981,we are back bitches! [USER] [USER] [USER] [USER] [USER] [USER] [USER],0,davidson2017
760,773,"reasons why we dont get along you're a hoe. stop focusing on sucking dick, focus on getting rich",0,davidson2017
12939,13258,my fantasy reign starts today! got pussy nigga los up first lmao...cmon seattle d cut upppppp!!!,0,davidson2017
6455,6638,[USER] i swear u a fuck nigga u a scary little bitch u think this a game huh?,0,davidson2017
763,776,"red sox, focus on the orioles that knocked you out last year, and not your hatred of the yankees for um-teen years! lol!",0,davidson2017
9411,9669,get your nasty ass out of my snapchat bitch,0,davidson2017
7566,7780,all i want for my birthday is a big booty hoe 😎😎,0,davidson2017
22962,23443,woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. yeah fuck all you hoe ass niggas.,0,davidson2017
11174,11461,i'll go to class the last 30 minutes of that hoe,0,davidson2017
20482,20928,real basketball players get disappointed when they throw something in the trash can and miss,0,davidson2017
16997,17387,rt [USER]: dominique made larry bird do a 360 lmaooo [URL],0,davidson2017
5037,5187,[USER] bitch i'll fuck you up,0,davidson2017
14546,14895,rt [USER]: a photographer hid in a trash can to get these adorable engagement photos [URL] [URL],0,davidson2017
12254,12565,know why the ultimate warrior died? god loves fag too soon ? he was an anti-gay crusader so a little light jokes are necessary,1,davidson2017
11818,12119,"indirect ass little bitches, like you know my fucking number and where i live.",0,davidson2017
11006,11289,i used to think that bitch was bad ... but not no moe !,0,davidson2017
4501,4633,"[USER] pimpinkendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!  hey, bitch!",0,davidson2017
21834,22300,these niggas pillow talkin thats hoe shit,0,davidson2017
22769,23248,where a prego bitch when i need one i have no milk an a whole box of cinnamon toast crunch man,0,davidson2017
1004,1026,😂😂😂😂rt [USER]: you a hoe if ya grandma got a tattoo.,0,davidson2017
1168,1194,“[USER]: two of the best yankees derek jeter and joe torre joe torre day [URL] [USER],0,davidson2017
1214,1241,“[USER]: anybody that gets traded straight up for brandon knight is trash [USER]”[USER],0,davidson2017
24321,24826,"on the low, wassup with you hoe?",0,davidson2017
19561,19995,rt [USER]: my friends are all dumb hoes who i dont even like [URL],0,davidson2017
16920,17308,rt [USER]: liberal head explosion: ww2 navajo code talkers appear in redskins jackets. redskins [URL],0,davidson2017
24352,24857,pony tail  red nails  still in school bitch,0,davidson2017
12860,13179,miss these scary hoes! :) [URL],0,davidson2017
22816,23295,who the fuck made this cunt the authority on men?,0,davidson2017
3697,3804,[USER] you wouldn't last a day there hoe.,0,davidson2017
8451,8685,cheeky thoughts as the rooster crows.,0,davidson2017
8871,9117,dude live next to me be hitting some ugly ass hoes got damn,0,davidson2017
16959,17347,rt [USER]: i thought it was raining because of the sound on the roof but it was just birds exploding from the heat.,0,davidson2017
3851,3962,"[USER] we gotta get like 20 heads to go. everyone brings tree, some bring food, bitches, and liquor of course.",0,davidson2017
4841,4981,[USER] not only that.. after he pushed him he stepped back lolol. that was some pussy shit,0,davidson2017
1869,1907,“[USER]: if you used the obamacare website you should definitely change your password [URL] hahahahahah that's sad boon,0,davidson2017
15431,15794,rt [USER]: bruh why am i always sooooooooooooooo tired but i never sleep i'm like a new species of retard no disrespect,0,davidson2017
8139,8365,both trash but i guess they got tired of chalmers trash starting rt [USER]: how chalmers lose his job to norris cole? lmfaoooo,0,davidson2017
19564,19999,rt [USER]: never go full retard [URL],1,davidson2017
21910,22377,thirsty fo da bitches saggin my pants n shit ... shit i paid this much for the belt i betta crack a bitch,0,davidson2017
9723,9988,he does! lmao rt [USER]: sean payton been had hoes rt [USER]: lol [URL],0,davidson2017
15820,16189,rt [USER]: charlie sheen will star in a new sitcom as an anger management therapist. so what's next? casey anthony as the owner of ...,0,davidson2017
18657,19070,rt [USER]: yu take this money we gon throw a party on that pussy,0,davidson2017
3378,3465,[USER] bitch need crutches,0,davidson2017
3850,3961,[USER] don't pay dem bitches and they dirty ass chucks no mind bro,0,davidson2017
15657,16023,rt [USER]: personality rt [USER]: how fat bitches be in relationships before the pretty women? let's see the answers lol 👀👀👀,0,davidson2017
19577,20012,rt [USER]: ion even ask lightskin bitches for nudes nomo fuck y'all 😑,0,davidson2017
21728,22192,these bitches is crazy,0,davidson2017
12281,12592,lmfao [USER] i found my diary me complaining about you being a bitch 😂 tbt i'm dead [URL],0,davidson2017
5124,5276,"[USER] [USER] ""bitch""",0,davidson2017
14549,14898,"rt [USER]: mom: ""what happened to ___ *insert old friend name*? you used to be close."" me: ""fuck that bitch.""",0,davidson2017
7792,8012,anyone who came to the us as an indentured servant is white trash.,1,davidson2017
6050,6224,[USER] pudding it right in her pussy,0,davidson2017
5154,5306,[USER] whatchu doin today nig?,0,davidson2017
13943,14283,pussy nicca we ain't friends you ain't gotta @ me -- [USER] voice!,0,davidson2017
